Index,Neutral,Contradict,Support
5,0.09056603773584905,0.4981132075471698,0.41132075471698115
10,0.08679245283018869,0.45660377358490567,0.45660377358490567
20,0.11320754716981132,0.4283018867924528,0.45849056603773586
50,0.12037735849056604,0.40716981132075475,0.47245283018867923
100,0.11245283018867924,0.4181132075471698,0.4694339622641509
