Index,Neutral,Contradict,Support
5,0.07547169811320754,0.4679245283018868,0.45660377358490567
10,0.09056603773584905,0.44716981132075473,0.46226415094339623
20,0.11132075471698114,0.43301886792452826,0.45566037735849063
50,0.11584905660377359,0.40528301886792456,0.47886792452830185
100,0.11245283018867924,0.4247169811320755,0.4628301886792453
