ndcg@5,map@5,ndcg@10,map@10,ndcg@20,map@20,ndcg@50,map@50,ndcg@100,map@100,stance_support@5,stance_contradict@5,stance_neutral@5,inverse_simpson@5,stance_support@10,stance_contradict@10,stance_neutral@10,inverse_simpson@10,stance_support@20,stance_contradict@20,stance_neutral@20,inverse_simpson@20,stance_support@50,stance_contradict@50,stance_neutral@50,inverse_simpson@50,stance_support@100,stance_contradict@100,stance_neutral@100,inverse_simpson@100
0.39342268110166023,0.005665548370567235,0.4065844558149361,0.011323300130819438,0.3840760017487829,0.01994900285852127,0.37327069202469,0.041968535085425585,0.35553582414038815,0.07427263392817039,0.3183446006571993,0.33902287800261316,0.34263252514473935,2.995440158176348,0.3195588417509769,0.33872304951890986,0.341718113802849,2.996379130291353,0.3208590143538536,0.33866709724385685,0.3404738877681976,2.996721540649622,0.32029149506954435,0.3385556625558975,0.3411528525200296,2.9970343477728383,0.3208646362132214,0.3383901924528974,0.3407451776748008,2.996991273762155
